||From : 01/27/2016  To : 02/05/2016|||Vehical : All Vehicals||||By user : asiri
NO|Bill No|Customer|Tol Sale|Varience|Expiries|Damages|Discount|GR|F/Issu|Cash|Cheques|Debit|Credits
62|A14608|E H P St - THU|9788|-.85|0|0|407.87|0|0|0|0|0|9788|
63|A14609|S. K. Tr - THU|3885|-.09|0|0|0|0|0|0|3885|0|0|
64|A14610|Himasha B/s - THU|3377|-.27|0|0|0|0|0|3377|0|0|0|
65|A14611|Lasantha st - THU|7058|-.17|0|0|294.09|0|0|8|0|0|7050|
66|A146120|Samarawickrama st - TUE|660|0|0|0|0|0|0|660|0|0|0|
67|A14613|Sisira st - THU|2208|-.57|0|0|0|0|0|2208|0|0|0|
68|A14614|Higland Milk Bar - THU|2406|-.78|0|0|0|0|0|0|0|0|2406|
69|A14615|Janaka Hotel - THU|1878|0|207.9|0|0|0|0|1878|0|0|0|
70|A14616|P L P St - THU|1897|-.5|0|0|0|0|0|0|0|0|1897|
71|A14620|Abesundara st - FRI|1088|-.1|0|0|0|0|0|1088|0|0|0|
72|A14621|Asiri Pharmacy - FRI|450|0|0|0|0|0|0|450|0|0|0|
73|A14622|Hirimbura Hotel - FRI|2017|-.68|0|0|0|0|0|1017|0|0|1000|
74|A14623|Padmasiri Hotel - FRI|16550|-.96|0|0|689.62|0|0|0|0|0|16550|
75|A14624|Bandula Hotel - FRI|1177|-.06|0|0|0|0|0|1177|0|0|0|
76|A14625|Alvitigala st - FRI|1899|0|0|0|0|0|0|1899|0|0|0|
77|A14626|Highland M/B - FRI|4010|-.9|0|0|0|0|0|4010|0|0|0|
78|A14627|Sakura Phamacy - FRI|2455|-.14|0|0|0|0|0|2455|0|0|0|
79|A14628|P V K St - FRI|2861|-.76|0|0|0|0|0|2861|0|0|0|
80|A14629|Mahoga St - FRI|5805|-.72|0|0|241.9|0|0|0|0|0|5805|
81|A14630|Uluvitiya St - FRI|3904|-.5|0|0|0|0|0|3904|0|0|0|
82|A14631|Buddy st - FRI|1887|-.18|0|0|0|0|0|1887|0|0|0|
83|A14632|Sada taru Grocery - FRI|1008|-.75|0|0|0|0|0|1008|0|0|0|
84|A14633|Devon Hotel - FRI|867|-.4|0|0|0|0|0|867|0|0|0|
85|A14634|Star Hotel - FRI|5970|-.44|0|0|0|0|0|5970|0|0|0|
86|A14635|Asiri Cake - FRI|2884|-.32|0|0|120.18|0|0|2884|0|0|0|
87|A14636|Litel Lanka - FRI|702|-.5|0|0|0|0|0|0|0|0|702|
88|A14638|Crystal Pharmacy - FRI|2887|-.14|272.5|0|0|0|0|0|0|0|2887|
89|A14640|Dinesh Hotel - FRI|1625|-.55|0|0|0|0|0|1625|0|0|0|
90|A14648|Vogina Trade Center - SAT|990|0|0|0|0|0|0|990|0|0|0|
91|A14649|Liyanage - SAT|1129|-.5|0|0|0|0|0|1129|0|0|0|
92|A14650|Guruge Stores - SAT|2009|-.04|0|0|0|0|0|2009|0|0|0|
93|A14651|Buddy - SAT|225|0|0|0|0|0|0|225|0|0|0|
94|A14652|Jayawardana - SAT|3272|-.5|576|0|0|0|0|3272|0|0|0|
95|A14653|Palathuru Kade - SAT|3189|0|0|0|0|0|0|0|0|0|3189|
96|A14654|KOPIHENA ST - SAT|632|-.1|0|0|0|0|0|632|0|0|0|
97|A14655|Thilak st - SAT|721|-.47|417.03|0|0|0|0|721|0|0|0|
98|A14656|Premarathna st - SAT|327|-.3|0|0|0|0|0|327|0|0|0|
99|A14657|Sasika - SAT|310|-.5|0|0|0|0|0|310|0|0|0|
100|A14658|Induwara Phrmacy - SAT|5816|-.24|666.5|0|0|0|0|0|0|0|5816|
101|A14659|Gamage - SAT|579|-.76|0|0|0|0|0|579|0|0|0|
102|A14660|Dais st - SAT|1628|-.58|0|0|0|0|0|1628|0|0|0|
103|A14661|Jagoda st - SAT|11919|-.98|546.75|0|496.67|0|0|0|0|0|11919|
104|A14662|Weerasinha - SAT|4787|-.19|118.13|0|0|0|0|0|0|0|4787|
105|A14663|Randika - SAT|2013|-.75|0|0|0|0|0|2013|0|0|0|
106|A14664|Dahanayaka - SAT|643|-.5|0|0|0|0|0|643|0|0|0|
107|A14665|Anura Grinding Mill - SAT|2960|-.47|0|0|0|0|0|0|0|0|2960|
108|A14666|Mudalige st - SAT|1018|-.5|0|0|0|0|0|1018|0|0|0|
109|A14668|Jayathilaka - SAT|1665|-.75|0|0|0|0|0|1665|0|0|0|
110|A14669|Priyantha st - SAT|1314|0|0|0|0|0|0|1314|0|0|0|
111|A14670|PETTI KADE - SAT|733|-.5|234|0|0|0|0|733|0|0|0|
112|A14675|Sahanasala - FRI|72468|-.63|0|0|8052.07|0|0|0|0|0|72468|
113|A14676|Highland M/B - FRI|27834|-.8|0|0|1159.78|0|0|0|0|0|27834|
114|A14677|A R M St - MON|9199|-.62|0|0|547.38|0|0|9199|0|0|0|
115|A14679|Deen Gr. - MON|924|-.6|0|0|0|0|0|924|0|0|0|
116|A14680|S.S Grocery - MON|1231|-.9|0|0|0|0|0|1231|0|0|0|
117|A14681|M.S.M.Stores - MON|754|-.5|0|0|0|0|0|754|0|0|0|
118|A14682|Dangedara B/H - MON|531|0|0|0|0|0|0|531|0|0|0|
119|A14683|Binudi st - MON|1921|-.74|0|0|0|0|0|1921|0|0|0|
120|A14684|Miracle st - MON|2156|-.25|0|0|0|0|0|2156|0|0|0|
121|A14685|Chaminda Grocery - MON|6646|-.81|0|0|276.95|0|0|0|0|0|6646|
122|A14686|Fost office - MON|2184|0|0|0|0|0|0|2184|0|0|0|
123|A14687|Shantha cafe - MON|1441|-.25|0|0|0|0|0|1441|0|0|0|
124|A14688|Nanayakara Stores - MON|2765|-.4|0|0|0|0|0|2765|0|0|0|
125|A14689|Sanka com. - MON|11330|-.72|0|0|0|0|0|0|0|0|11330|
126|A14690|Semidale Enterprices - MON|1755|0|0|0|0|0|0|0|0|0|1755|
127|A14691|A.S Stores - MON|1711|-.5|0|0|0|0|0|1711|0|0|0|
128|A14692|Roshan Grocery - MON|519|0|0|0|0|0|0|519|0|0|0|
129|A14693|K.G. Grocery - MON|5323|-.44|0|0|221.81|0|0|5323|0|0|0|
130|A14694|Samudra Hotel - FRI|6924|-.07|0|0|0|0|0|0|0|0|6924|
131|A14695|A.H.J Gr - MON|1245|0|0|0|0|0|0|1245|0|0|0|
132|A14696|Dangedara st - MON|5438|-.28|0|0|0|0|0|0|0|0|5438|
133|A14697|Malwanna st - MON|1509|0|0|0|0|0|0|0|0|0|1509|
134|B14452|Jagoda st - 2WE|16983|-1.63|39.6|164.35|1476.92|1080|0|16983|0|0|0|
135|B14453|Rathnavila st - 2WE|899|-.58|0|0|0|0|0|899|0|0|0|
136|B14454|Nishantha st - 2WE|1026|0|0|0|0|0|0|1026|0|0|0|
137|B14455|Gunawardana st - 2WE|2168|-.25|0|0|0|0|0|0|0|0|2168|
138|B14456|Arachchi st - 2WE|18417|0|387|0|767.38|0|0|0|0|0|18417|
139|B14457|H K P - 2WE|270|0|0|0|0|0|0|270|0|0|0|
140|B14458|Kumarasiri st - 2WE|1128|0|0|0|0|0|0|0|0|0|1128|
141|B14459|Nugagahawaththa st - 2WE|3876|-.4|0|0|0|0|0|3876|0|0|0|
142|B14461|Liyanage st - 2WE|5133|-.4|0|0|0|0|0|5133|0|0|0|
143|B14462|G.K.P. st - 2WE|2116|-.54|0|0|0|0|0|2116|0|0|0|
144|B14463|GALWANA  SR - 2WE|259|-.5|0|0|0|0|0|259|0|0|0|
145|B14465|Bandula st - 2WE|1576|-.4|216|0|0|0|0|0|0|0|1576|
146|B14466|Amila st 2 - 2WE|774|0|36|0|0|0|0|774|0|0|0|
147|B14467|Asiri st - 2WE|952|-.52|0|0|0|0|0|0|0|0|952|
148|B14468|Kumara hottel - 2WE|831|-.4|363.6|0|0|0|0|831|0|0|0|
149|B14469|Pathmasiri st - 2WE|664|-.5|0|0|0|0|0|664|0|0|0|
150|B14470|Pathma st - 2WE|2024|-.3|0|0|0|0|0|2024|0|0|0|
151|B14471|Nandika st - 2WE|2299|-.54|0|0|0|0|0|2299|0|0|0|
152|B14472|Shriyalatha st - 2WE|1090|-.52|274.5|0|0|0|0|1090|0|0|0|
153|B14473|Liyanage st-Nagoda - 2WE|43291|-.15|4998.15|0|3474.84|0|1671.04|0|0|0|43291|
154|B14475|Elawalu kade - 2WE|823|-.87|0|0|34.33|0|0|823|0|0|0|
155|B14476|Asiri st 2 - 2WE|534|-.75|0|0|0|0|0|534|0|0|0|
156|B14477|T.L.P. st - 2WE|834|0|0|0|0|0|0|834|0|0|0|
157|B14478|WAsanti st - 2WE|259|-.5|0|0|0|0|0|259|0|0|0|
158|B14479|Shama st - 2WE|585|0|0|0|0|0|0|585|0|0|0|
159|B14480|Kumarasiri st - 2TH|3613|-.1|0|0|0|0|0|3613|0|0|0|
160|B14481|Wanigasekara st - 2TH|2709|0|0|0|0|0|0|2709|0|0|0|
161|B14482|K M D st - 2TH|2083|-.52|0|0|0|0|0|2083|0|0|0|
162|B14483|Gamage st 1 - 2TH|2311|-.2|234|0|0|0|0|2311|0|0|0|
163|B14484|Vipula st - 2TH|1176|-.4|0|0|0|0|0|1176|0|0|0|
164|B14485|Anura   bekari - 2TH|16506|-.27|144|0|687.76|0|0|0|0|0|16506|
165|B14486|Ovitawatta st - 2TH|2665|0|0|0|0|0|0|0|0|0|2665|
166|B14487|Shantha st - 2TH|1113|0|0|0|0|0|0|1113|0|0|0|
167|B14488|Abaya st - 2TH|626|-.55|0|0|0|0|0|626|0|0|0|
168|B14489|Lakmali st - 2TH|1215|0|0|0|0|0|0|1215|0|0|0|
169|B14490|G.W st - 2FR|1555|-.44|0|0|0|0|0|1555|0|0|0|
170|B14491|Abeybandu st - 2TH|1605|0|0|0|0|0|0|605|0|0|1000|
171|B14492|Liyanage st - 2TH|2710|-.7|0|0|0|0|0|0|0|0|2710|
172|B14493|B. A St - 2TH|157|-.5|0|0|0|0|0|157|0|0|0|
173|B14494|Karapitiya pc - 2TH|4928.24|0|1748.9|0|0|0|0|0|0|0|4928.24|
174|B14495|Bosewana Food City - 2TH|52890.76|0|333|675|?0|619.52|0|0|0|52890.76|
175|B14496|Achira Food City - 2TH|5527|-1.35|0|0|230.35|0|0|0|0|0|5527|
176|B14497|Rohana st - 2TH|3166|-.08|0|0|0|0|0|3166|0|0|0|
177|B14498|K.A.G st - 2TH|735|0|0|0|0|0|0|735|0|0|0|
178|B14499|Elawalu kade - 2TH|1262|-.1|0|0|0|0|0|1262|0|0|0|
179|B14501|Sulalita Hotel - 2TH|871|-.5|0|0|0|0|0|871|0|0|0|
180|B14503|Taranga  st - 2TH|265|-.5|0|0|0|0|0|265|0|0|0|
181|B14504|Sesatha st - 2TH|108|0|0|0|0|0|0|108|0|0|0|
182|B14505|Udara st - 2TH|1744|-.52|0|0|0|0|0|1744|0|0|0|
183|B14506|Nandana st - 2TH|6145|-.44|0|0|256.06|0|0|6145|0|0|0|
184|B14507|Karunapala st - 2TH|756|0|0|0|0|0|0|756|0|0|0|
185|B14508|Asinshana - 2TH|2199|-.42|0|0|0|0|0|2199|0|0|0|
186|B14510|Athukorala st - 2FR|1681|-.5|0|0|0|0|0|1681|0|0|0|
187|B14511|Chamara g.mills - 2TH|4719|-.26|0|0|196.64|0|0|0|0|0|4719|
188|B14512|Senarv St - 2TH|777|0|0|0|0|0|0|777|0|0|0|
189|B14514|Santha st - 2FR|4693.7|0|157.73|0|195.57|0|0|0|0|0|4693.7|
190|B14515|Wasana st - 2FR|912|-.75|0|0|0|0|0|912|0|0|0|
191|B14516|Isara trade Center - 2FR|10315|-.5|0|0|897|0|0|10315|0|0|0|
192|B14517|Siriwardana st - 2FR|1944|-.04|0|0|0|0|0|0|0|0|1944|
193|B14518|Samantha - 2FR|3667|-.9|0|0|0|0|0|657|3000|0|10|
194|B14519|Peduru st - 2FR|1618|-.83|0|0|0|0|0|1618|0|0|0|
195|B14520|Lakshan st - 2FR|1137|0|0|0|0|0|0|1137|0|0|0|
196|B14521|Samanst - 2FR|2080|-.02|0|0|0|0|0|2080|0|0|0|
197|B14522|Lahiru st - 2FR|7706|-.98|0|0|419.56|0|0|0|0|0|7706|
198|B14523|Lucky st - 2FR|1701|-.62|0|0|0|0|0|1701|0|0|0|
199|B14524|W.H.D st - 2FR|994|-.68|0|0|0|0|0|994|0|0|0|
200|B14525|Nuwan stores - 2FR|1092|0|0|0|0|0|0|1092|0|0|0|
201|B14526|Nimali st - 2FR|2182|-.53|0|0|0|0|0|2182|0|0|0|
202|B14527|Randee - 2FR|1038|-.6|0|0|0|0|0|1038|0|0|0|
203|B14528|N.J.S st - 2FR|1374|0|0|0|0|0|0|1374|0|0|0|
204|B14529|Thilina st - 2FR|2731|0|0|0|0|0|0|2731|0|0|0|
205|B14530|Priyadarshana st - 2FR|951|-.3|0|0|0|0|0|951|0|0|0|
206|B14531|Hirashi st - 2FR|973|-.8|0|0|0|0|0|973|0|0|0|
207|B14532|Darmasena - 2FR|575|-.1|0|0|0|0|0|575|0|0|0|
208|B14533|Nalin st - 2FR|3013|-.86|0|0|0|0|0|3013|0|0|0|
209|B14534|Premasiri st - 2FR|529|-.5|0|0|0|0|0|529|0|0|0|
210|B14535|Kasun st - 2FR|265|-.5|0|0|0|0|0|265|0|0|0|
211|B14536|K.G.P st - 2FR|1158|-.3|0|0|0|0|0|1158|0|0|0|
212|B14537|Gamini st - 2FR|585|0|0|0|0|0|0|585|0|0|0|
213|B14538|Hiumi st - 2FR|1200|-.6|0|0|0|0|0|0|0|0|1200|
214|B14539|Palihawadana st - 2FR|4230|-.62|0|0|0|0|0|4230|0|0|0|
215|B14541|M.K.G.C ST - 2FR|1544|-.67|126|0|0|0|0|1544|0|0|0|
216|B14542|Sakura st - 2FR|3060|-.6|0|0|0|0|0|3060|0|0|0|
217|B14543|Harith stores - 2FR|135|0|0|0|0|0|0|135|0|0|0|
218|B14544|Piyasena st - 2FR|832|-.5|0|0|0|0|0|832|0|0|0|
219|B14546|Sadun st - 2FR|585|0|0|0|0|0|0|585|0|0|0|
220|B14547|Vihari st - 2FR|1986|-.6|0|0|0|0|0|1986|0|0|0|
221|B14548|Liyanage st-pitadeniya - 2FR|2580|-.75|0|0|0|0|0|2580|0|0|0|
222|B14549|Ranatunga stores - 2FR|216|0|0|0|0|0|0|216|0|0|0|
223|B14552|P.v.c stores - 2FR|719|-.58|0|0|0|0|0|719|0|0|0|
224|B14555|Siri st - 2SA|2058|-.2|0|0|0|0|0|2058|0|0|0|
225|B14557|Buddika st - 2SA|638|-.58|0|0|0|0|0|638|0|0|0|
226|B14559|Kalansooriya st - 2SA|648|0|0|0|0|0|0|648|0|0|0|
227|B14560|Vineeta st - 2SA|1125|0|0|0|0|0|0|1125|0|0|0|
228|B14561|Liyanagama st - 2SA|360|0|0|0|0|0|0|360|0|0|0|
229|B14562|Manujaya st - 2SA|1294|-.52|0|0|0|0|0|1294|0|0|0|
230|B14563|Bandu st - 2SA|385|0|0|0|0|0|0|385|0|0|0|
231|B14564|Dayas st -Pahalakeembiya - 2SA|216|0|0|0|0|0|0|216|0|0|0|
232|B14565|Kamil st - 2SA|21994|-.18|0|0|?0|1239.04|0|0|0|21994|

?
?
